,loss,accuracy,val_loss,val_accuracy
0,2.022468328475952,0.2241591215133667,1.763664722442627,0.2838674485683441
1,1.8067877292633057,0.2781848907470703,1.6967663764953613,0.33831027150154114
2,1.6873900890350342,0.33239269256591797,2.5638766288757324,0.3264748752117157
3,1.5985991954803467,0.37098902463912964,1.6221485137939453,0.3807356059551239
4,1.512770175933838,0.4112693965435028,1.400946021080017,0.47505462169647217
5,1.462537407875061,0.4338446259498596,1.3280072212219238,0.495083749294281
6,1.4296385049819946,0.4517773389816284,1.3394352197647095,0.48397669196128845
7,1.3940479755401611,0.46538618206977844,1.492286205291748,0.43627095222473145
8,1.3606350421905518,0.4784943759441376,1.2302027940750122,0.5393299460411072
9,1.330086588859558,0.4937872588634491,1.1969562768936157,0.5529861450195312
10,1.3201990127563477,0.4949251413345337,1.2341457605361938,0.5320466160774231
11,1.3083688020706177,0.504483163356781,1.1905314922332764,0.5478878617286682
12,1.2867417335510254,0.5139957070350647,1.269740104675293,0.5282228589057922
13,1.2811487913131714,0.5121296048164368,1.268476963043213,0.5384195446968079
14,1.272608757019043,0.5147239565849304,1.4008523225784302,0.5469774007797241
15,1.2561531066894531,0.5209139585494995,2.810187578201294,0.29315367341041565
16,1.2538427114486694,0.5209594368934631,1.1434284448623657,0.5731973648071289
17,1.2331732511520386,0.5311092138290405,1.166319489479065,0.554442822933197
18,1.2269706726074219,0.5301533937454224,1.1587457656860352,0.5710123777389526
19,1.2102893590927124,0.5419871807098389,1.1144640445709229,0.5897669196128845
20,1.2111879587173462,0.541532039642334,1.1349507570266724,0.5775673985481262
21,1.2040601968765259,0.54376220703125,1.116764783859253,0.5817552804946899
22,1.1902366876602173,0.548359215259552,1.261327862739563,0.5416970252990723
23,1.1871501207351685,0.5512266159057617,1.1048907041549683,0.5879461169242859
24,1.1757348775863647,0.5540030002593994,1.1210134029388428,0.5808448791503906
25,1.1680206060409546,0.5556870698928833,1.0977262258529663,0.5873998403549194
26,1.1794131994247437,0.551727294921875,1.0722370147705078,0.6028769016265869
27,1.1667653322219849,0.5603750348091125,1.0993551015853882,0.5883102416992188
28,1.160010576248169,0.5610577464103699,1.082392692565918,0.5919519066810608
29,1.154921054840088,0.563879668712616,1.0704799890518188,0.60160231590271
30,1.1441426277160645,0.570797860622406,1.072001338005066,0.5986890196800232
31,1.1487553119659424,0.5667926073074341,1.2921323776245117,0.5240349769592285
32,1.1487324237823486,0.5663374662399292,1.0811378955841064,0.6054260730743408
33,1.1377068758010864,0.5683856010437012,1.066155195236206,0.6014202237129211
34,1.1396044492721558,0.5697510242462158,1.091094732284546,0.5957756638526917
35,1.1260957717895508,0.5741204023361206,1.068462610244751,0.5979606509208679
36,1.1310449838638306,0.5709799528121948,1.0877214670181274,0.5930444002151489
37,1.1111267805099487,0.5835874676704407,1.0527104139328003,0.6134377121925354
38,1.1232788562774658,0.5772154331207275,1.0522722005844116,0.6036052703857422
39,1.1143696308135986,0.5788084268569946,1.114467978477478,0.5781136155128479
